date,CPIAUCSL,UNRATE,FEDFUNDS,M1SL,MRTSSM44000USS,UMCSENT,PCUOMFGOMFG,W875RX1,M2SL,DTCTHFNM,AMBSL,BUSLOANS,PCU311311,BOPGSTB,TWEXMMTH,USASARTMISMEI,IR,IQ,IMPGS,NETEXP,OECDCPALTT01GYM,CMRMTSPL,INDPRO,PERMIT,GPDIC1,MTSDS133FMS,POILBREUSDM,GS10,NONBORRES,CES0600000007
1991-01-01,0.05647058823529405,0.18518518518518512,-0.16038882138517618,0.03997988433492594,,-0.2817204301075269,0.037267080745341685,-0.009422538935823677,0.03817733990147776,0.05364096792092976,0.09947809356985426,0.0006120345721674081,0.020104895104894993,,-0.08001783416606334,-0.07326998906324855,0.048648648648648596,0.01680672268907557,-0.010290905551823992,-0.46756121803560136,0.10077703671374993,-0.027167686263200652,-0.008936798390759781,-0.5503432494279177,-0.10476733615108558,-0.8007727602028496,0.14272397721388153,-0.014616321559074441,-0.1936,-0.012376237623762387
1991-02-01,0.05312500000000009,0.24528301886792447,-0.2415048543689321,0.043227665706051965,,-0.21340782122905022,0.035650623885918,-0.013092018584009435,0.03941243080020129,0.05454409328333765,0.10878529293854866,-0.0008904564217572242,0.020069808027923353,,-0.0938441735443325,-0.04768290726528057,0.024811218985976158,0.022198731501057223,-0.010290905551823992,-0.46756121803560136,0.04290430303829629,-0.03573674692110651,-0.025053527683296162,-0.3581640331075997,-0.10476733615108558,-0.25608543755503166,-0.020809541936302467,-0.0731995277449824,-0.18274111675126903,-0.007481296758104827
1991-03-01,0.04821150855365497,0.3076923076923077,-0.26086956521739124,0.04641297567061775,,-0.03943044906900317,0.026714158504007157,-0.013413147101208334,0.04131531926898857,0.05621453777275098,0.10917187056485944,-0.004808581758187103,0.01736111111111116,,-0.06506758898854559,-0.038282621769981096,0.02813852813852802,0.016877637130801704,-0.010290905551823992,-0.46756121803560136,0.013173014155442697,-0.04686574967936563,-0.03519457083069366,-0.2688603531300161,-0.10476733615108558,-0.2278711274473033,0.05935238095238238,-0.05587892898719449,-0.1743589743589744,-0.01243781094527363
1991-04-01,0.04809930178432875,0.2407407407407407,-0.28450363196125905,0.04590001240540875,,-0.12886048988285415,0.02486678507992912,-0.01732138185523291,0.040854572713643345,0.058583945902716206,0.09945193086544446,-0.014953397903724852,0.014731369150779772,,-0.04705963438944738,-0.031341686785031686,0.028384279475982543,0.01577287066246047,-0.0013631357979305703,-0.6631266979501111,0.04138780839236156,-0.016753978137839298,-0.030370575868709948,-0.19366197183098588,-0.10504960563006849,-0.2825790719357384,0.14252739804856907,-0.08532423208191131,-0.17733990147783252,-0.0050000000000001155
1991-05-01,0.05034856700232382,0.2777777777777777,-0.29339853300733487,0.05545884108430732,,-0.13576158940397354,0.022104332449160102,-0.016283141915647503,0.04449165781415987,0.060617255228727185,0.10243573529720029,-0.01878624010724006,-0.0008554319931566301,,-0.027251831911380253,-0.025439614551004075,0.030701754385964897,0.011542497376705319,-0.0013631357979305703,-0.6631266979501111,0.05919734936142462,-0.01667901576430386,-0.02366685106015598,-0.0712277413308341,-0.10504960563006849,0.25622616637634765,0.152692658756028,-0.07876712328767121,-0.1714770797962648,-0.007481296758104827
1991-06-01,0.046959199384141614,0.32692307692307687,-0.2882991556091675,0.05922354104846694,,-0.07021517553793888,0.022104332449160102,-0.012008207444537788,0.04300339172915968,0.047141905396402395,0.09551876600996279,-0.023619394882968492,-0.0025662959794697793,,-0.007737185152690063,-0.029924582656446375,0.028634361233480288,0.01051524710830698,-0.0013631357979305703,-0.6631266979501111,0.0348410694492427,-0.023606661206703183,-0.01901071005719146,-0.12996389891696747,-0.10504960563006849,-0.7677622692480864,0.1684706062461765,-0.02358490566037752,-0.1691542288557214,-0.0024875621890547706
1991-07-01,0.04367816091954024,0.23636363636363633,-0.28588957055214725,0.06357239846932483,,-0.0600907029478458,0.019434628975264934,-0.018285573190304327,0.04081252907427513,0.03009158379014165,0.09845622294260559,-0.0260969468759924,-0.008525149190110826,,0.017904673475704014,-0.026796708508727396,0.02541436464088398,0.0041972717733473885,-0.01338354742565484,-0.7188371379397756,0.04264659784597358,-0.005533932167201883,-0.014791770750698041,-0.09740259740259738,-0.06928760368681597,0.5750270020058632,0.11359791802212027,-0.023612750885478317,-0.16777408637873759,0.0
1991-08-01,0.03799392097264431,0.21052631578947367,-0.3038130381303814,0.0626455804830206,,0.0732984293193717,0.009598603839441555,-0.010452913559790056,0.034855027760641644,0.03051751351140175,0.0902840853038327,-0.03434061086273166,-0.009385665529010323,,0.030939865611975925,-0.03285362598045094,-0.002143622722400873,0.0062893081761006275,-0.01338354742565484,-0.7188371379397756,-0.08630443593109749,-0.019585914908350377,-0.01813248595253214,-0.11693171188026197,-0.06928760368681597,-0.17204423452645157,-0.2661745724427229,-0.09714285714285709,-0.16722408026755853,0.0
1991-09-01,0.03396226415094339,0.1694915254237288,-0.33536585365853655,0.06035113386978774,,0.14010989010989006,-0.004302925989672968,-0.006388892730214479,0.030817919252750015,0.012755715875517382,0.0845550504557675,-0.029582960895077726,-0.008554319931565413,,0.024423961544958628,-0.030339670473851443,-0.033160621761658016,-0.0020876826722338038,-0.01338354742565484,-0.7188371379397756,-0.18869406691257506,0.0030497944937268873,-0.01032816077334009,-0.002049180327868827,-0.06928760368681597,-1.3316159476117102,-0.40732954799174204,-0.1394825646794151,-0.16940789473684215,0.0024937655860348684
1991-10-01,0.028485757121439192,0.18644067796610164,-0.35758323057953145,0.07086230028052198,,0.22535211267605626,-0.014394580863674733,0.001424680494447994,0.030926886141195986,0.006664396186427446,0.08481452471330164,-0.0259679228265558,-0.0034217279726261873,,0.045544195567116974,-0.032385453552300936,-0.05236656596173217,0.0,-0.013922834251531846,-0.7085440477394558,-0.24380097985791827,0.008387037461858649,-0.005175503151697458,0.07135135135135129,0.02082100343760951,0.16675168983548017,-0.38757942692722624,-0.13646788990825687,-0.1534653465346535,0.01005025125628145
1991-11-01,0.030665669409125185,0.12903225806451601,-0.38412291933418696,0.07967400559542637,,0.046969696969696884,-0.014382402707275865,0.0041079238217665015,0.03153926316434741,-0.0030337395752262353,0.08664569631112373,-0.032484584548236106,-0.0017182130584192379,,0.03494579373207962,-0.03180087114122421,-0.042553191489361764,0.0,-0.013922834251531846,-0.7085440477394558,-0.23225345007798281,0.01714626774921002,0.006013566164618123,0.0456960680127525,0.02082100343760951,-0.06367998658927565,-0.35968402805137434,-0.11561382598331349,-0.14401294498381878,0.007518796992481258
1991-12-01,0.02980625931445613,0.15873015873015883,-0.39398084815321477,0.08766824299745357,,0.04122137404580162,-0.010238907849829393,0.0064006233650582,0.030686472278256494,0.006796047983069986,0.08709507679152839,-0.03615121513329744,-0.002579535683576939,,0.004856747682968177,-0.016490706214057127,-0.04166666666666674,-0.006230529595015466,-0.013922834251531846,-0.7085440477394558,-0.211816655610767,0.014759514241295513,0.008433139349919072,0.23228803716608604,0.02082100343760951,-0.6569649384053067,-0.34504449932435477,-0.12252475247524752,-0.05782312925170063,0.004987531172069737
1992-01-01,0.02672605790645899,0.140625,-0.41678726483357453,0.10058027079303655,,0.010479041916167775,-0.008554319931565413,0.01886978025066033,0.028439334489156476,0.010464252987398837,0.0819567232981182,-0.035429290051286144,-0.005998286203941716,,0.006982486146187572,0.020440146116954105,-0.030927835051546393,-0.011363636363636354,0.04111768660217274,-0.5643614764531184,-0.2407148459827423,0.041278000273223814,0.006493368318189807,0.3702290076335877,0.0364497888532318,-10.495757575757576,-0.24299827789359485,-0.13102595797280592,0.10317460317460325,0.007518796992481258
1992-02-01,0.028189910979228294,0.12121212121212133,-0.35040000000000004,0.11121787172711994,,-0.022727272727272818,0.000860585197934638,0.024451595677407623,0.028899984869117823,0.01674108129590368,0.07816494925234374,-0.041232893793594405,-0.0051325919589393365,,0.042960039726308574,0.005702148364479465,-0.010526315789473717,-0.004136504653567741,0.04111768660217274,-0.5643614764531184,-0.20542211837860325,0.037755028818766245,0.021066012444725946,0.34349355216881605,0.0364497888532318,0.8777442632965522,-0.06129324867176367,-0.06496815286624202,0.14078674948240155,0.012562814070351758
1992-03-01,0.03189910979228472,0.08823529411764719,-0.34967320261437906,0.11684750208656247,,-0.1334093500570126,0.009540329575021822,0.024494382022471894,0.024684668412655375,0.022489986170070475,0.07952106305320727,-0.04393637479377488,-0.005972696245733822,,0.01626406278352377,-0.008626260647042638,-0.011578947368421022,-0.0020746887966804906,0.04111768660217274,-0.5643614764531184,-0.1575381319764133,0.047990745527839884,0.03551998195894668,0.1877058177826565,0.0364497888532318,0.23168095596628868,-0.09727139948659158,-0.07028360049321813,0.16356107660455477,0.012594458438287104
1992-04-01,0.031828275351591495,0.10447761194029859,-0.36886632825719123,0.11944016130945312,,-0.05623471882640585,0.012998266897746857,0.024702601970043148,0.02019565478333929,0.01866142822124961,0.08485544339727946,-0.04255909652333145,-0.005123825789923098,,-0.006863254549075881,-0.003425069076121723,-0.006369426751592466,-0.0020703933747411307,0.07334819952404303,0.41400724512678955,-0.15814613787238085,0.03458877914479341,0.04077346202316012,0.1506550218340612,0.09506860152889285,-0.5133793195374721,-0.016688212480903908,-0.06965174129353213,0.0059880239520957446,0.017587939698492594
1992-05-01,0.030235988200590036,0.10144927536231862,-0.33910034602076133,0.11993402450518387,,0.011494252873563315,0.01730103806228378,0.030498402197678853,0.01663176787316778,0.013072833981846443,0.0877300282989868,-0.04066287731856766,0.0042808219178083196,,-0.025724254470744,-0.0015180004415017434,0.0,0.003112033195020736,0.07334819952404303,0.41400724512678955,-0.18932830689244984,0.01724363257288153,0.033877488860613925,0.06559031281533811,0.09506860152889285,-0.12355950306369101,0.03973281620340674,-0.08426270136307323,-0.002049180327868827,0.015075376884422065
1992-06-01,0.030147058823529305,0.13043478260869557,-0.3627118644067797,0.11392552818956458,,-0.020706455542021773,0.019896193771626436,0.029228517666736398,0.01238103762045406,0.021834652449059133,0.08692853356221453,-0.04041671223275978,0.007718696397941649,,-0.06577284912738457,0.003995095809223637,0.01498929336188426,0.004162330905306932,0.07334819952404303,0.41400724512678955,-0.20514805476331743,0.03259168486647046,0.026193489070208242,0.09647302904564325,0.09506860152889285,-2.4664598681659555,0.1659725609374827,-0.12318840579710144,-0.015968063872255467,0.004987531172069737
1992-07-01,0.031571218795888534,0.13235294117647056,-0.4415807560137457,0.11803621169916423,,-0.07599517490952967,0.020797227036394972,0.030307688008271993,0.011263073209975882,0.017679460106185374,0.0889077557362874,-0.03844587543178857,0.007738607050730817,,-0.08562806365229703,0.004350489255763312,0.0269396551724137,0.00940438871473348,0.09037606829357747,0.8263262788269905,-0.2427786879977213,0.0329373914600144,0.03269121721238433,0.11921891058581702,0.08234315230204503,0.05672160858171482,0.04504303118363495,-0.17291414752116074,-0.0119760479041916,0.004987531172069737
1992-08-01,0.030746705710102518,0.10144927536231862,-0.41696113074204955,0.12332718043377944,,-0.07195121951219519,0.016421780466724156,0.03275051281693475,0.013055141579731755,0.02506857366874038,0.09767520226145954,-0.03416430809295623,0.008613264427217882,,-0.08247117617487121,0.014478999395064251,0.027926960257787403,0.0031250000000000444,0.09037606829357747,0.8263262788269905,-0.20747123577368354,0.020806894878160564,0.026819035894777743,0.13877118644067798,0.08234315230204503,-0.4331599807555728,0.0009030160736840376,-0.1658227848101267,0.002008032128514081,0.004987531172069737
1992-09-01,0.029927007299270114,0.10144927536231862,-0.40917431192660547,0.1360239162929746,,-0.08915662650602418,0.016421780466724156,0.024884831108822336,0.01651315985573354,0.04061225141502556,0.10506018863241495,-0.03569716413463364,0.011216566005176842,,-0.05650137694693569,0.021667769645436596,0.02786709539121124,0.010460251046025215,0.09037606829357747,0.8263262788269905,-0.15100302306038949,0.030591984083605528,0.021628560045239498,0.14373716632443534,0.08234315230204503,-1.771017859735734,-0.012260661559373554,-0.1607843137254903,0.015841584158415856,0.0
